,温氏股份,益生股份,仙坛股份,圣农发展,民和股份,正邦科技,天邦股份,牧原股份,上证指数,华英农业,yhat
2019-08-05 14:38:45,42.96,25.74,17.59,28.65,35.85,20.61,15.32,78.23,14.1625335,5.94,6.48845705411741
2019-08-05 14:38:46,42.96,25.74,17.59,28.65,35.86,20.61,15.32,78.23,14.163574,5.94,6.489140341079748
2019-08-05 14:38:47,42.95,25.74,17.59,28.65,35.86,20.61,15.32,78.23,14.163574,5.94,6.488425998698267
2019-08-05 14:38:48,42.95,25.74,17.59,28.65,35.86,20.61,15.32,78.23,14.163574,5.94,6.488425998698267
2019-08-05 14:38:50,42.96,25.74,17.6,28.65,35.84,20.62,15.31,78.25,14.163574,5.94,6.488328586525968
2019-08-05 14:38:51,42.96,25.74,17.6,28.65,35.84,20.62,15.31,78.25,14.1637755,5.94,6.488415468113809
2019-08-05 14:38:52,42.96,25.74,17.6,28.64,35.85,20.62,15.31,78.25,14.1637755,5.94,6.488415943407359
2019-08-05 14:38:53,42.96,25.74,17.6,28.64,35.85,20.62,15.31,78.25,14.1637755,5.94,6.488415943407359
2019-08-05 14:38:54,42.96,25.74,17.6,28.64,35.85,20.62,15.31,78.25,14.1637755,5.94,6.488415943407359
2019-08-05 14:38:55,42.95,25.74,17.6,28.65,35.85,20.62,15.31,78.23,14.161828,5.94,6.48813526528887
2019-08-05 14:38:56,42.95,25.74,17.6,28.65,35.85,20.62,15.31,78.23,14.161828,5.94,6.48813526528887
2019-08-05 14:38:58,42.95,25.73,17.6,28.64,35.86,20.62,15.31,78.23,14.161828,5.94,6.487997181278489
2019-08-05 14:38:59,42.96,25.73,17.6,28.64,35.86,20.62,15.31,78.23,14.161828,5.94,6.488711523659969
2019-08-05 14:39:00,42.96,25.73,17.6,28.64,35.86,20.62,15.31,78.23,14.161828,5.94,6.488711523659969
2019-08-05 14:39:01,42.96,25.73,17.6,28.65,35.87,20.62,15.31,78.23,14.164955500000001,5.94,6.490528846021501
2019-08-05 14:39:02,42.96,25.73,17.6,28.65,35.87,20.62,15.31,78.23,14.164955500000001,5.94,6.490528846021501
2019-08-05 14:39:04,42.96,25.73,17.6,28.65,35.87,20.62,15.31,78.23,14.164955500000001,5.94,6.490528846021501
2019-08-05 14:39:05,42.95,25.73,17.59,28.64,35.86,20.62,15.31,78.23,14.161105500000001,5.94,6.487195741183948
2019-08-05 14:39:06,42.95,25.73,17.59,28.64,35.86,20.62,15.31,78.23,14.161105500000001,5.94,6.487195741183948
2019-08-05 14:39:07,42.96,25.73,17.59,28.64,35.86,20.62,15.31,78.25,14.161105500000001,5.94,6.486870882661195
2019-08-05 14:39:08,42.96,25.73,17.59,28.64,35.86,20.62,15.31,78.25,14.161105500000001,5.94,6.486870882661195
2019-08-05 14:39:09,42.96,25.73,17.59,28.64,35.86,20.62,15.31,78.25,14.161105500000001,5.94,6.486870882661195
2019-08-05 14:39:10,42.96,25.72,17.6,28.64,35.86,20.62,15.3,78.2,14.160481500000001,5.94,6.489317103687293
2019-08-05 14:39:15,42.96,25.73,17.58,28.64,35.87,20.62,15.31,78.18,14.159227000000001,5.94,6.489442858710213
2019-08-05 14:39:16,42.96,25.73,17.58,28.64,35.84,20.62,15.31,78.18,14.159227000000001,5.95,6.488738907880011
2019-08-05 14:39:17,42.96,25.73,17.58,28.64,35.84,20.62,15.31,78.18,14.159227000000001,5.95,6.488738907880011
2019-08-05 14:39:18,42.96,25.73,17.58,28.64,35.84,20.62,15.31,78.18,14.159227000000001,5.95,6.488738907880011
2019-08-05 14:39:19,42.96,25.72,17.58,28.64,35.84,20.63,15.31,78.17,14.159227000000001,5.94,6.489560865203551
2019-08-05 14:39:20,42.96,25.72,17.58,28.64,35.84,20.63,15.31,78.17,14.161224500000001,5.94,6.4904221355346365
2019-08-05 14:39:22,42.96,25.72,17.58,28.64,35.84,20.63,15.31,78.17,14.161224500000001,5.94,6.4904221355346365
2019-08-05 14:39:23,42.96,25.72,17.58,28.63,35.84,20.62,15.31,78.18,14.161224500000001,5.94,6.489227443923983
2019-08-05 14:39:24,42.96,25.72,17.58,28.63,35.84,20.62,15.31,78.18,14.161224500000001,5.94,6.489227443923983
2019-08-05 14:39:25,42.96,25.72,17.58,28.63,35.84,20.62,15.31,78.18,14.161224500000001,5.94,6.489227443923983
2019-08-05 14:39:26,42.95,25.73,17.58,28.63,35.83,20.63,15.3,78.18,14.158992000000001,5.94,6.487661244437932
2019-08-05 14:39:28,42.95,25.73,17.58,28.63,35.83,20.63,15.3,78.18,14.158992000000001,5.94,6.487661244437932
2019-08-05 14:39:29,42.96,25.72,17.58,28.63,35.86,20.63,15.3,78.19,14.158992000000001,5.94,6.488421377893568
2019-08-05 14:39:30,42.96,25.72,17.58,28.63,35.86,20.63,15.3,78.19,14.157704,5.94,6.4878660256099945
2019-08-05 14:39:31,42.95,25.72,17.56,28.62,35.83,20.62,15.31,78.18,14.157704,5.94,6.485546494180026
2019-08-05 14:39:41,42.96,25.72,17.56,28.63,35.85,20.62,15.3,78.18,14.158568,5.94,6.487102760494523
2019-08-05 14:39:42,42.96,25.72,17.56,28.64,35.85,20.62,15.3,78.18,14.158568,5.93,6.487336935477707
2019-08-05 14:39:53,42.92,25.73,17.55,28.64,35.83,20.62,15.3,78.18,14.158864000000001,5.94,6.4837865354623805
2019-08-05 14:39:54,42.92,25.73,17.55,28.64,35.83,20.62,15.3,78.18,14.158864000000001,5.94,6.4837865354623805
2019-08-05 14:39:55,42.92,25.72,17.55,28.63,35.85,20.61,15.29,78.18,14.157254499999999,5.94,6.482514124731249
2019-08-05 14:39:56,42.92,25.72,17.56,28.62,35.86,20.62,15.3,78.18,14.157254499999999,5.94,6.483679519038176
2019-08-05 14:40:00,42.92,25.72,17.56,28.62,35.86,20.62,15.3,78.18,14.159893,5.94,6.484817171988652
2019-08-05 14:40:01,42.92,25.71,17.56,28.63,35.83,20.62,15.28,78.18,14.159893,5.94,6.483740664728247
2019-08-05 14:40:02,42.94,25.71,17.56,28.63,35.83,20.62,15.28,78.18,14.159893,5.94,6.485169349491208
2019-08-05 14:40:03,42.94,25.72,17.56,28.62,35.83,20.62,15.28,78.18,14.159893,5.94,6.485073733811955
2019-08-05 14:40:05,42.92,25.72,17.56,28.62,35.83,20.62,15.28,78.19,14.159893,5.94,6.483125448596876
2019-08-05 14:40:09,42.93,25.72,17.56,28.61,35.83,20.61,15.28,78.18,14.156313,5.94,6.482140696875046
2019-08-05 14:40:10,42.93,25.72,17.55,28.63,35.85,20.6,15.28,78.18,14.156313,5.93,6.482147514436232
2019-08-05 14:40:11,42.93,25.72,17.55,28.63,35.85,20.6,15.28,78.18,14.156087500000002,5.93,6.482050284669194
2019-08-05 14:40:12,42.93,25.72,17.55,28.63,35.85,20.6,15.28,78.19,14.156087500000002,5.93,6.481530684217077
2019-08-05 14:40:17,42.93,25.72,17.55,28.62,35.85,20.6,15.26,78.18,14.156518499999999,5.94,6.481533773627964
2019-08-05 14:40:24,42.92,25.72,17.55,28.62,35.83,20.59,15.26,78.18,14.156518499999999,5.94,6.479909214517665
2019-08-05 14:40:28,42.92,25.71,17.54,28.63,35.83,20.59,15.26,78.13,14.155828,5.94,6.481815189935222
2019-08-05 14:40:29,42.92,25.71,17.54,28.63,35.83,20.59,15.26,78.13,14.155828,5.94,6.481815189935222
2019-08-05 14:40:30,42.92,25.71,17.54,28.63,35.83,20.59,15.26,78.13,14.153827000000001,5.94,6.480952410494671
2019-08-05 14:40:31,42.92,25.72,17.56,28.63,35.82,20.59,15.26,78.13,14.153827000000001,5.94,6.4818361530884605
2019-08-05 14:40:33,42.92,25.72,17.56,28.63,35.82,20.59,15.26,78.13,14.153827000000001,5.94,6.4818361530884605
2019-08-05 14:40:37,42.92,25.71,17.56,28.64,35.81,20.6,15.26,78.1,14.155423,5.93,6.4843849899392865
2019-08-05 14:40:38,42.91,25.71,17.53,28.64,35.81,20.6,15.25,78.1,14.155423,5.93,6.481966811153185
2019-08-05 14:40:39,42.91,25.71,17.53,28.64,35.81,20.6,15.25,78.1,14.155423,5.93,6.481966811153185
2019-08-05 14:40:40,42.93,25.7,17.54,28.63,35.81,20.59,15.25,78.02,14.154416000000001,5.93,6.486794373501764
2019-08-05 14:40:42,42.93,25.7,17.54,28.63,35.81,20.59,15.25,78.02,14.154416000000001,5.93,6.486794373501764
2019-08-05 14:40:43,42.93,25.7,17.54,28.63,35.81,20.59,15.25,78.02,14.154416000000001,5.94,6.486794373501764
2019-08-05 14:40:44,42.94,25.7,17.55,28.65,35.81,20.6,15.26,78.1,14.154416000000001,5.94,6.484985181246062
2019-08-05 14:40:48,42.93,25.7,17.54,28.63,35.81,20.6,15.25,78.05,14.158118,5.94,6.487272694961911
2019-08-05 14:40:49,42.94,25.7,17.55,28.63,35.81,20.59,15.25,78.1,14.15608,5.94,6.484559302807272
2019-08-05 14:40:53,42.94,25.7,17.56,28.62,35.81,20.59,15.25,78.02,14.15608,5.94,6.488971848224317
2019-08-05 14:40:54,42.94,25.7,17.56,28.62,35.81,20.59,15.25,78.02,14.15608,5.94,6.488971848224317
2019-08-05 14:40:56,42.94,25.7,17.56,28.63,35.81,20.59,15.26,78.18,14.155353999999999,5.93,6.480813469607657
2019-08-05 14:40:57,42.93,25.69,17.55,28.62,35.79,20.6,15.25,78.1,14.157081499999999,5.94,6.483875662654972
2019-08-05 14:41:01,42.93,25.69,17.55,28.63,35.81,20.59,15.26,78.1,14.157081499999999,5.94,6.484372308071
2019-08-05 14:41:02,42.93,25.7,17.54,28.63,35.81,20.59,15.26,78.1,14.157081499999999,5.94,6.484020950591633
2019-08-05 14:41:06,42.94,25.69,17.54,28.62,35.79,20.59,15.26,78.18,14.153431000000001,5.93,6.478162453342319
2019-08-05 14:41:07,42.94,25.69,17.54,28.62,35.78,20.6,15.24,78.1,14.153431000000001,5.93,6.482057350748413
2019-08-05 14:41:09,42.94,25.69,17.54,28.62,35.78,20.6,15.24,78.1,14.153431000000001,5.93,6.482057350748413
2019-08-05 14:41:10,42.94,25.69,17.54,28.62,35.8,20.6,15.26,78.18,14.155372999999999,5.93,6.479675359961098
2019-08-05 14:41:11,42.94,25.69,17.54,28.62,35.8,20.6,15.26,78.18,14.155372999999999,5.93,6.479675359961098
2019-08-05 14:41:12,42.94,25.69,17.54,28.62,35.8,20.6,15.26,78.18,14.155372999999999,5.93,6.479675359961098
2019-08-05 14:41:16,42.93,25.68,17.53,28.64,35.77,20.59,15.25,78.14,14.152864,5.94,6.4784185243067185
2019-08-05 14:41:17,42.93,25.68,17.53,28.64,35.77,20.59,15.25,78.14,14.152864,5.94,6.4784185243067185
2019-08-05 14:41:18,42.93,25.68,17.53,28.64,35.77,20.59,15.25,78.14,14.152864,5.94,6.4784185243067185
2019-08-05 14:41:20,42.94,25.69,17.53,28.64,35.78,20.6,15.26,78.14,14.152864,5.94,6.480181078498946
2019-08-05 14:41:21,42.94,25.69,17.53,28.64,35.78,20.6,15.26,78.14,14.152418500000001,5.94,6.479988990422601
2019-08-05 14:41:22,42.94,25.68,17.53,28.63,35.79,20.6,15.26,78.12,14.152418500000001,5.94,6.480890107316453
2019-08-05 14:41:23,42.94,25.68,17.53,28.63,35.79,20.6,15.26,78.12,14.152418500000001,5.94,6.480890107316453
2019-08-05 14:41:24,42.94,25.68,17.53,28.63,35.79,20.6,15.26,78.12,14.152418500000001,5.94,6.480890107316453
2019-08-05 14:41:25,42.94,25.69,17.54,28.63,35.77,20.6,15.26,78.14,14.152418500000001,5.94,6.480010081945979
2019-08-05 14:41:27,42.93,25.69,17.54,28.63,35.77,20.6,15.26,78.14,14.151944499999999,5.94,6.479091363025356
2019-08-05 14:41:31,42.93,25.68,17.53,28.62,35.76,20.6,15.25,78.12,14.153321,5.94,6.479392687722079
2019-08-05 14:41:32,42.93,25.68,17.53,28.62,35.76,20.6,15.25,78.12,14.153321,5.94,6.479392687722079
2019-08-05 14:41:33,42.93,25.68,17.53,28.62,35.76,20.6,15.25,78.12,14.153321,5.94,6.479392687722079
2019-08-05 14:41:34,42.94,25.68,17.54,28.62,35.77,20.59,15.26,78.12,14.153321,5.94,6.480624767042967
2019-08-05 14:41:35,42.94,25.68,17.54,28.62,35.77,20.59,15.26,78.12,14.150196000000001,5.94,6.479277347876687
2019-08-05 14:41:36,42.94,25.68,17.54,28.62,35.77,20.59,15.26,78.12,14.150196000000001,5.94,6.479277347876687
2019-08-05 14:41:38,42.93,25.68,17.53,28.61,35.77,20.59,15.26,78.14,14.150196000000001,5.94,6.4767997128244925
2019-08-05 14:41:39,42.93,25.68,17.53,28.61,35.77,20.6,15.26,78.14,14.150196000000001,5.94,6.477240628999844
2019-08-05 14:41:40,42.93,25.68,17.54,28.62,35.76,20.6,15.26,78.14,14.151715,5.94,6.478385023997937
2019-08-05 14:41:41,42.93,25.68,17.54,28.62,35.76,20.6,15.26,78.14,14.151715,5.94,6.478385023997937
2019-08-05 14:41:42,42.93,25.68,17.54,28.62,35.76,20.6,15.26,78.14,14.151715,5.94,6.478385023997937
2019-08-05 14:41:47,42.93,25.68,17.53,28.63,35.76,20.6,15.26,78.14,14.1564485,5.94,6.480170244957373
2019-08-05 14:41:48,42.93,25.68,17.53,28.63,35.76,20.6,15.26,78.14,14.1564485,5.94,6.480170244957373
2019-08-05 14:41:49,42.93,25.68,17.53,28.63,35.75,20.59,15.26,78.14,14.1564485,5.94,6.479494678505288
2019-08-05 14:41:50,42.92,25.68,17.52,28.61,35.75,20.59,15.26,78.17,14.151266,5.94,6.474028708072433
2019-08-05 14:41:51,42.92,25.68,17.52,28.61,35.75,20.59,15.26,78.17,14.151266,5.94,6.474028708072433
2019-08-05 14:41:52,42.92,25.68,17.53,28.61,35.75,20.6,15.26,78.17,14.151266,5.94,6.474959541031081
2019-08-05 14:41:53,42.92,25.68,17.53,28.61,35.75,20.6,15.26,78.17,14.151266,5.94,6.474959541031081
2019-08-05 14:41:55,42.92,25.68,17.53,28.61,35.75,20.6,15.26,78.17,14.151266,5.94,6.474959541031081
2019-08-05 14:41:56,42.92,25.68,17.53,28.6,35.75,20.6,15.26,78.16,14.151051500000001,5.94,6.475152479648441
2019-08-05 14:41:57,42.92,25.68,17.53,28.6,35.75,20.6,15.26,78.16,14.151051500000001,5.94,6.475152479648441
2019-08-05 14:41:58,42.92,25.68,17.53,28.6,35.76,20.59,15.26,78.16,14.151051500000001,5.94,6.474946213749822
2019-08-05 14:41:59,42.92,25.68,17.53,28.6,35.76,20.59,15.26,78.16,14.151051500000001,5.94,6.474946213749822
2019-08-05 14:42:00,42.92,25.68,17.53,28.6,35.75,20.59,15.26,78.16,14.1531455,5.94,6.47561444210803
2019-08-05 14:42:01,42.92,25.68,17.52,28.6,35.75,20.59,15.26,78.15,14.1531455,5.94,6.475644125776849
2019-08-05 14:42:03,42.92,25.68,17.52,28.6,35.75,20.59,15.26,78.15,14.1531455,5.94,6.475644125776849
2019-08-05 14:42:04,42.92,25.68,17.52,28.6,35.75,20.59,15.26,78.15,14.1531455,5.94,6.475644125776849
2019-08-05 14:42:05,42.92,25.68,17.53,28.58,35.75,20.6,15.26,78.17,14.148657499999999,5.94,6.4731322983550506
2019-08-05 14:42:09,42.92,25.68,17.53,28.58,35.75,20.6,15.26,78.17,14.148657499999999,5.94,6.4731322983550506
2019-08-05 14:42:10,42.93,25.68,17.53,28.59,35.73,20.6,15.26,78.2,14.146856499999998,5.94,6.471276169195988
2019-08-05 14:42:11,42.93,25.68,17.53,28.59,35.73,20.6,15.26,78.2,14.146856499999998,5.94,6.471276169195988
2019-08-05 14:42:13,42.93,25.68,17.53,28.56,35.75,20.61,15.26,78.2,14.146856499999998,5.94,6.4714838609752565
2019-08-05 14:42:14,42.91,25.68,17.52,28.56,35.75,20.61,15.26,78.2,14.146856499999998,5.94,6.4695652594289985
2019-08-05 14:42:15,42.91,25.68,17.52,28.56,35.75,20.61,15.26,78.2,14.1497865,5.94,6.470828599639303
2019-08-05 14:42:16,42.91,25.68,17.53,28.55,35.74,20.61,15.25,78.2,14.1497865,5.94,6.4706156051079535
2019-08-05 14:42:17,42.92,25.68,17.53,28.55,35.74,20.61,15.25,78.22,14.1497865,5.94,6.470290746585201
2019-08-05 14:42:19,42.92,25.7,17.53,28.55,35.74,20.61,15.25,78.22,14.1497865,5.94,6.470567865193061
2019-08-05 14:42:23,42.93,25.68,17.53,28.54,35.75,20.62,15.25,78.29,14.1481735,5.94,6.467113793393901
2019-08-05 14:42:24,42.93,25.68,17.53,28.54,35.75,20.62,15.25,78.29,14.1481735,5.94,6.467113793393901
2019-08-05 14:42:25,42.93,25.68,17.53,28.54,35.75,20.62,15.24,78.29,14.1481735,5.94,6.466879707339173
2019-08-05 14:42:26,42.93,25.68,17.53,28.54,35.75,20.62,15.24,78.29,14.1499255,5.94,6.467635124420557
2019-08-05 14:42:27,42.93,25.68,17.53,28.54,35.75,20.62,15.24,78.29,14.1499255,5.94,6.467635124420557
2019-08-05 14:42:28,42.93,25.67,17.53,28.54,35.74,20.62,15.25,78.32,14.1499255,5.94,6.465937199538272
2019-08-05 14:42:30,42.93,25.67,17.53,28.54,35.74,20.62,15.25,78.32,14.1499255,5.94,6.465937199538272
2019-08-05 14:42:31,42.93,25.68,17.53,28.54,35.75,20.61,15.25,78.32,14.1483515,5.94,6.4651908248579115
2019-08-05 14:42:32,42.94,25.68,17.53,28.54,35.75,20.61,15.25,78.33,14.1483515,5.94,6.465385566787276
2019-08-05 14:42:33,42.94,25.68,17.53,28.54,35.75,20.61,15.25,78.33,14.1483515,5.94,6.465385566787276
2019-08-05 14:42:34,42.94,25.67,17.54,28.53,35.75,20.61,15.25,78.37,14.1483515,5.94,6.463424347474993
2019-08-05 14:42:35,42.93,25.67,17.54,28.53,35.75,20.61,15.25,78.37,14.146639,5.94,6.46197161939039
2019-08-05 14:42:36,42.93,25.67,17.54,28.53,35.75,20.61,15.25,78.37,14.146639,5.94,6.46197161939039
2019-08-05 14:42:37,42.93,25.68,17.53,28.53,35.76,20.61,15.26,78.35,14.146639,5.94,6.463128199146718
2019-08-05 14:42:39,42.93,25.68,17.53,28.53,35.76,20.61,15.26,78.35,14.146639,5.94,6.463128199146718
2019-08-05 14:42:40,42.93,25.68,17.53,28.53,35.76,20.61,15.26,78.35,14.146639,5.94,6.463128199146718
2019-08-05 14:42:41,42.94,25.68,17.54,28.53,35.75,20.61,15.26,78.45,14.1476375,5.93,6.4593323308856085
2019-08-05 14:42:42,42.94,25.68,17.54,28.53,35.75,20.61,15.26,78.45,14.1476375,5.93,6.4593323308856085
2019-08-05 14:42:43,42.93,25.68,17.54,28.53,35.75,20.6,15.26,78.47,14.1476375,5.94,6.457137871424543
2019-08-05 14:42:44,42.93,25.68,17.54,28.53,35.75,20.6,15.26,78.47,14.147845,5.94,6.457227340057184
2019-08-05 14:42:46,42.93,25.68,17.54,28.53,35.75,20.6,15.26,78.47,14.147845,5.94,6.457227340057184
2019-08-05 14:42:47,42.93,25.67,17.54,28.53,35.74,20.61,15.25,78.44,14.147845,5.94,6.458619761953493
2019-08-05 14:42:48,42.93,25.67,17.54,28.53,35.74,20.61,15.25,78.44,14.147845,5.94,6.458619761953493
2019-08-05 14:42:49,42.94,25.68,17.54,28.53,35.75,20.61,15.25,78.4,14.147845,5.94,6.461785715724101
2019-08-05 14:42:50,42.94,25.68,17.54,28.53,35.75,20.61,15.25,78.4,14.146133500000001,5.94,6.461047761195113
2019-08-05 14:42:51,42.94,25.68,17.54,28.53,35.75,20.61,15.26,78.4,14.146133500000001,5.94,6.461281847249843
2019-08-05 14:42:53,42.94,25.68,17.55,28.51,35.75,20.61,15.26,78.46,14.146133500000001,5.94,6.458185811354074
2019-08-05 14:42:54,42.94,25.68,17.55,28.51,35.75,20.61,15.26,78.46,14.146133500000001,5.94,6.458185811354074
2019-08-05 14:42:55,42.94,25.68,17.55,28.51,35.75,20.61,15.26,78.46,14.145025,5.94,6.457707854827412
2019-08-05 14:42:56,42.94,25.68,17.55,28.51,35.75,20.61,15.26,78.46,14.145025,5.94,6.457707854827412
2019-08-05 14:42:57,42.94,25.69,17.55,28.5,35.75,20.61,15.26,78.46,14.145025,5.94,6.4576122391481565
2019-08-05 14:42:58,42.94,25.69,17.56,28.5,35.74,20.62,15.26,78.4,14.145025,5.94,6.461426024542771
2019-08-05 14:42:59,42.94,25.69,17.56,28.5,35.74,20.62,15.26,78.4,14.145025,5.94,6.461426024542771
2019-08-05 14:43:01,42.94,25.69,17.56,28.5,35.74,20.62,15.26,78.4,14.145977,5.94,6.4618365023175866
2019-08-05 14:43:02,42.94,25.68,17.56,28.5,35.75,20.61,15.26,78.47,14.145977,5.94,6.457854473950222
2019-08-05 14:43:03,42.94,25.68,17.56,28.5,35.75,20.61,15.26,78.47,14.145977,5.94,6.457854473950222
2019-08-05 14:43:04,42.94,25.68,17.56,28.5,35.72,20.62,15.26,78.47,14.145977,5.94,6.457591439295374
2019-08-05 14:43:05,42.93,25.67,17.55,28.5,35.72,20.62,15.26,78.47,14.145977,5.94,6.456248620826667
2019-08-05 14:43:06,42.93,25.67,17.55,28.5,35.72,20.62,15.25,78.47,14.14379,5.94,6.455071556942606
2019-08-05 14:43:08,42.94,25.67,17.55,28.5,35.72,20.62,15.25,78.35,14.14379,5.94,6.462021104749484
2019-08-05 14:43:09,42.94,25.67,17.55,28.5,35.72,20.62,15.25,78.35,14.14379,5.94,6.462021104749484
2019-08-05 14:43:10,42.94,25.67,17.55,28.48,35.72,20.62,15.25,78.35,14.1429475,5.94,6.461189490575887
2019-08-05 14:43:11,42.94,25.67,17.56,28.48,35.72,20.62,15.25,78.35,14.1429475,5.94,6.461679407359185
2019-08-05 14:43:12,42.94,25.67,17.56,28.5,35.72,20.62,15.25,78.35,14.1429475,5.94,6.462147757325553
2019-08-05 14:43:13,42.94,25.67,17.56,28.5,35.72,20.62,15.26,78.35,14.1429475,5.94,6.462381843380282
2019-08-05 14:43:14,42.94,25.68,17.54,28.5,35.72,20.62,15.26,78.35,14.1429475,5.94,6.461540569117618
2019-08-05 14:43:16,42.94,25.68,17.54,28.47,35.72,20.62,15.26,78.35,14.1429475,5.93,6.4608380441680655
2019-08-05 14:43:17,42.93,25.68,17.54,28.47,35.72,20.62,15.26,78.35,14.14705,5.93,6.461892593668077
2019-08-05 14:43:18,42.93,25.68,17.54,28.47,35.72,20.62,15.26,78.35,14.14705,5.93,6.461892593668077
2019-08-05 14:43:19,42.93,25.68,17.54,28.47,35.72,20.63,15.26,78.35,14.14705,5.93,6.462333509843431
2019-08-05 14:43:20,42.94,25.68,17.57,28.47,35.72,20.63,15.26,78.34,14.14705,5.93,6.4650372030269185
2019-08-05 14:43:21,42.94,25.68,17.57,28.48,35.72,20.62,15.26,78.34,14.1458565,5.93,6.464315855506763
2019-08-05 14:43:23,42.94,25.68,17.57,28.48,35.72,20.62,15.26,78.34,14.1458565,5.93,6.464315855506763
2019-08-05 14:43:24,42.93,25.68,17.55,28.49,35.71,20.63,15.25,78.35,14.146709000000001,5.93,6.462676009882209
2019-08-05 14:43:28,42.93,25.7,17.55,28.48,35.72,20.62,15.25,78.32,14.146709000000001,5.94,6.464071488964615
2019-08-05 14:43:29,42.94,25.7,17.55,28.48,35.72,20.62,15.25,78.32,14.146709000000001,5.94,6.464785831346097
2019-08-05 14:43:30,42.94,25.7,17.55,28.48,35.72,20.62,15.25,78.32,14.146709000000001,5.94,6.464785831346097
2019-08-05 14:43:31,42.93,25.7,17.55,28.48,35.7,20.62,15.25,78.3,14.144522,5.94,6.46369841148605
2019-08-05 14:43:32,42.93,25.7,17.55,28.48,35.7,20.62,15.25,78.3,14.144522,5.94,6.46369841148605
2019-08-05 14:43:34,42.93,25.68,17.55,28.48,35.71,20.62,15.25,78.3,14.144522,5.94,6.463655943154924
2019-08-05 14:43:35,42.93,25.68,17.55,28.48,35.71,20.62,15.25,78.3,14.144522,5.94,6.463655943154924
2019-08-05 14:43:36,42.93,25.68,17.55,28.48,35.71,20.62,15.25,78.3,14.1444615,5.94,6.463629857119864
2019-08-05 14:43:37,42.93,25.7,17.55,28.48,35.72,20.62,15.25,78.26,14.1444615,5.93,6.466220027812923
2019-08-05 14:43:38,42.93,25.7,17.55,28.48,35.72,20.62,15.25,78.26,14.1444615,5.93,6.466220027812923
2019-08-05 14:43:39,42.93,25.7,17.55,28.48,35.72,20.62,15.25,78.26,14.1444615,5.93,6.466220027812923
2019-08-05 14:43:41,42.93,25.7,17.55,28.47,35.72,20.61,15.25,78.26,14.142454,5.93,6.464679354581968
2019-08-05 14:43:42,42.93,25.7,17.55,28.47,35.72,20.61,15.25,78.26,14.142454,5.93,6.464679354581968
2019-08-05 14:43:43,42.93,25.7,17.54,28.47,35.71,20.62,15.25,78.2,14.142454,5.93,6.467513306409989
2019-08-05 14:43:44,42.93,25.7,17.54,28.47,35.71,20.62,15.25,78.2,14.142454,5.93,6.467513306409989
2019-08-05 14:43:45,42.93,25.7,17.54,28.47,35.71,20.62,15.25,78.2,14.1419605,5.93,6.467300521975249
2019-08-05 14:43:46,42.92,25.68,17.55,28.47,35.72,20.61,15.25,78.2,14.1419605,5.93,6.466592711870588
2019-08-05 14:43:47,42.92,25.68,17.55,28.47,35.72,20.61,15.25,78.2,14.1419605,5.93,6.466592711870588
2019-08-05 14:43:48,42.92,25.68,17.55,28.47,35.72,20.61,15.25,78.2,14.1419605,5.93,6.466592711870588
2019-08-05 14:43:50,42.93,25.7,17.55,28.47,35.72,20.61,15.25,78.2,14.1419605,5.93,6.467584172859928
2019-08-05 14:43:51,42.93,25.7,17.55,28.47,35.72,20.61,15.25,78.2,14.1433925,5.93,6.468201614218684
2019-08-05 14:43:52,42.93,25.68,17.55,28.48,35.71,20.6,15.24,78.18,14.1433925,5.93,6.468288218991425
2019-08-05 14:43:53,42.93,25.68,17.55,28.48,35.71,20.6,15.24,78.18,14.1433925,5.93,6.468288218991425
2019-08-05 14:43:54,42.93,25.68,17.55,28.48,35.71,20.6,15.24,78.18,14.1433925,5.93,6.468288218991425
2019-08-05 14:43:55,42.92,25.7,17.55,28.49,35.72,20.61,15.24,78.2,14.140607500000002,5.93,6.466520715787855
2019-08-05 14:43:56,42.92,25.7,17.55,28.49,35.72,20.61,15.24,78.2,14.140607500000002,5.93,6.466520715787855
2019-08-05 14:43:58,42.92,25.7,17.55,28.49,35.72,20.6,15.24,78.2,14.140607500000002,5.93,6.466079799612503
2019-08-05 14:43:59,42.93,25.68,17.54,28.49,35.72,20.6,15.24,78.16,14.140607500000002,5.93,6.468105508411291
2019-08-05 14:44:00,42.93,25.68,17.54,28.49,35.72,20.6,15.24,78.16,14.140607500000002,5.93,6.468105508411291
2019-08-05 14:44:01,42.93,25.69,17.54,28.49,35.71,20.6,15.24,78.16,14.142750000000001,5.93,6.468933208018889
2019-08-05 14:44:02,42.93,25.69,17.54,28.49,35.71,20.6,15.24,78.16,14.142750000000001,5.93,6.468933208018889
2019-08-05 14:44:03,42.93,25.69,17.54,28.49,35.71,20.6,15.24,78.16,14.142750000000001,5.93,6.468933208018889
2019-08-05 14:44:04,42.92,25.7,17.55,28.49,35.72,20.59,15.24,78.16,14.142750000000001,5.93,6.468641075826017
2019-08-05 14:44:06,42.92,25.7,17.55,28.49,35.72,20.59,15.24,78.16,14.141890499999999,5.93,6.468270481658523
2019-08-05 14:44:07,42.92,25.68,17.53,28.48,35.7,20.59,15.24,78.15,14.141890499999999,5.93,6.4668296543995325
2019-08-05 14:44:08,42.92,25.68,17.53,28.48,35.7,20.59,15.24,78.15,14.141890499999999,5.93,6.4668296543995325
2019-08-05 14:44:09,42.92,25.68,17.53,28.49,35.7,20.6,15.24,78.15,14.141890499999999,5.93,6.46750474555807
